1,183,468
2,171,370
2,602,540
1,47,790
2,171,332
1,133,626
2,160,458
2,471,122
2,263,710
1,308,568
2,766,352
2,637,114
2,704,618
1,145,754
1,597,261
1,589,179
2,745,4
1,592,341
2,558,658
2,428,484
2,16,298
2,662,585
2,765,444
2,397,515
1,137,364
2,269,738
1,601,37
1,774,622
2,558,750
2,215,624
2,22,160
2,82,770
2,288,70
2,186,324
1,717,45
1,469,85
2,209,558
2,1,18
2,458,516
2,745,90
2,710,673
1,431,267
2,179,173
2,754,293
2,662,726
2,447,164
2,135,188
2,759,429
2,587,138
1,187,52
2,299,793
2,179,130
1,328,747
2,477,507
1,9,0
2,284,400
2,558,633
2,576,252
2,588,33
2,465,331
2,466,280
1,384,781
2,724,620
2,130,69
2,441,191
2,558,606
2,2,358
2,607,270
2,576,216
1,336,464
2,293,771
2,781,764
1,417,291
2,416,3
2,576,170
2,272,519
2,746,274
2,416,45
2,441,137
2,607,324
2,234,705
2,228,742
2,27,489
2,716,172
2,323,789
1,33,637
2,269,465
2,632,782
2,551,523
2,576,98
1,270,426
2,581,87
2,601,470
1,788,752
1,725,160
2,106,724
2,385,636
2,451,636
1,317,83
1,723,60
1,589,457
2,150,86
1,341,625
2,349,796
2,465,663
2,582,70
2,293,616
2,465,645
1,231,648
1,59,523
2,385,703
2,436,24
2,319,433
1,464,690
1,0,480
1,568,428
2,263,125
1,31,33
2,314,470
1,708,186
1,464,729
2,436,60
1,545,275
2,716,7
2,149,247
2,405,546
2,581,487
1,562,448
2,386,236
1,28,26
2,405,639
2,465,537
1,142,69
2,411,341
1,725,108
2,75,666
2,288,512
2,576,413
2,27,749
1,145,231
2,100,469
1,578,748
2,308,352
1,156,232
2,576,358
2,400,418
2,150,135
2,632,551
2,314,611
2,626,490
2,558,210
1,261,192
2,113,700
2,314,536
2,367,432
2,576,295
2,784,794
2,125,359
2,356,515
2,69,579
2,99,111
2,150,274
2,130,639
2,126,159
1,445,211
2,69,615
2,602,204
2,685,284
1,387,376
2,392,435
1,649,551
2,362,692
1,137,675
1,550,235
1,231,383
1,289,538
1,384,308
2,406,118
1,231,374
2,100,52
2,21,522
1,684,206
1,183,528
2,356,659
2,376,609
1,202,593
1,690,320
2,625,645
2,95,543
2,248,368
1,98,72
1,393,6
2,489,537
2,155,577
2,566,195
2,239,249
2,709,294
2,447,591
2,234,30
2,197,577
2,724,435
1,137,570
2,552,134
1,237,236
1,389,118
2,735,264
1,673,58
2,95,669
2,709,510
1,422,591
1,365,299
1,684,437
2,735,291
2,326,691
1,70,431
2,685,24
1,410,220
2,111,625
1,526,205
2,565,64
2,510,596
2,521,274
1,384,223
1,126,445
2,522,449
2,277,371
1,28,725
1,515,241
2,649,598
1,142,636
1,777,679
2,228,409
2,114,109
1,282,286
1,198,711
2,234,509
2,355,107
2,552,350
2,551,382
2,542,299
2,489,368
1,70,201
2,284,597
1,673,267
1,368,350
1,254,34
1,621,570
2,227,358
1,240,121
1,534,501
1,332,534
1,254,5
1,505,667
2,510,740
1,240,93
1,768,464
2,560,83
2,685,774
2,272,448
1,371,294
2,228,286
1,720,775
2,693,98
1,273,274
2,60,703
1,117,129
2,376,142
2,688,142
2,490,196
1,445,759
1,311,757
2,565,371
2,693,70
2,551,501
2,345,607
1,692,78
2,735,638
1,499,653
2,572,326
2,664,435
1,568,555
2,113,382
2,277,621
2,362,259
2,495,216
2,125,568
2,351,637
2,105,740
1,109,644
2,173,716
1,221,294
1,493,31
1,121,750
1,207,4
1,515,352
1,538,182
2,376,511
2,89,63
2,382,457
2,161,603
2,785,694
2,89,210
1,591,625
2,386,796
2,375,419
1,282,691
2,90,133
1,282,677
2,325,254
2,552,775
1,668,127
1,207,397
2,83,94
2,614,590
2,362,496
1,240,464
1,335,80
2,474,576
2,161,427
1,117,537
1,591,740
1,755,567
1,654,302
2,650,352
2,138,762
1,221,193
2,536,149
2,10,738
1,761,689
2,448,296
2,369,212
2,241,759
2,777,202
2,289,551
2,326,67
2,339,769
1,63,629
2,369,791
1,245,680
2,4,609
1,657,408
1,692,627
1,373,231
1,692,598
1,458,104
1,82,296
2,566,786
1,510,198
2,771,5
1,326,48
2,459,39
2,736,570
2,346,65
2,211,172
2,468,235
1,174,229
2,339,233
2,302,34
2,650,513
1,475,85
2,479,6
2,742,797
2,791,15
1,624,437
2,84,738
2,309,376
2,40,412
2,33,278
1,293,481
2,316,321
1,347,746
2,792,138
1,782,583
1,731,369
1,510,636
2,597,640
2,176,204
2,302,449
2,181,249
1,58,426
2,529,598
2,260,592
1,752,197
2,48,251
1,291,358
2,151,487
1,186,88
1,319,727
2,583,786
1,454,463
1,139,309
2,657,487
1,139,328
2,717,362
2,584,156
1,596,162
1,297,204
1,30,798
1,288,223
2,181,296
2,792,544
2,755,127
1,472,357
1,752,474
1,749,629
2,432,289
2,497,768
2,236,634
2,18,247
2,158,24
1,419,428
2,24,197
2,444,106
2,742,384
1,681,418
2,657,793
1,160,493
2,639,528
1,599,308
2,259,97
2,424,364
1,264,245
1,752,745
2,146,17
2,399,97
1,421,119
2,29,366
1,319,156
1,141,201
1,594,509
1,430,411
2,229,679
1,263,382
1,277,481
2,755,300
2,290,723
1,544,233
1,267,46
2,518,716
2,438,791
2,388,46
2,492,658
1,495,754
1,561,463
1,520,439
1,106,87
1,120,199
2,562,689
1,421,796
2,554,54
2,547,248
2,358,454
2,689,542
1,392,11
2,101,436
2,592,287
2,101,488
2,24,719
2,731,220
2,401,464
1,144,178
1,132,729
2,357,361
2,224,80
2,578,597
2,414,307
2,116,35
2,682,45
1,561,244
1,486,615
2,702,391
2,702,414
2,532,553
1,414,508
2,244,181
2,604,664
2,682,402
1,635,659
1,490,344
1,236,325
2,96,655
2,205,478
1,375,340
2,170,649
2,116,784
1,409,396
2,486,398
1,751,617
2,701,163
2,720,599
1,147,590
1,779,145
1,474,722
1,686,518
1,647,242
2,92,3
1,260,550
1,201,39
2,469,770
2,327,753
2,720,527
2,347,584
2,80,141
2,407,614
1,125,429
2,378,101
2,492,444
2,348,344
2,500,232
1,703,724
2,531,138
2,36,292
2,646,55
1,372,41
2,538,225
2,646,19
1,675,690
2,401,595
2,312,772
1,772,408
2,65,303
1,618,123
2,425,757
2,511,146
2,72,548
2,646,142
2,676,595
1,598,797
2,5,530
2,327,105
2,537,790
1,602,565
1,528,750
2,469,377
1,400,666
2,200,607
2,189,487
1,651,653
1,500,407
2,646,436
2,328,713
2,622,221
2,621,4
2,476,72
1,34,46
1,704,604
1,375,528
2,159,621
2,450,447
1,351,379
2,476,468
2,159,547
1,167,348
1,670,526
2,328,555
2,6,112
1,337,388
2,303,93
2,476,426
2,744,442
2,303,129
2,757,763
2,6,42
1,793,619
1,423,555
1,299,54
2,268,292
1,29,436
1,604,185
2,743,226
2,635,184
1,185,10
2,609,304
1,105,529
1,435,569
1,579,269
2,26,233
2,298,496
2,291,318
2,20,127
1,53,326
1,152,679
1,399,734
1,453,527
2,109,295
2,433,152
2,580,6
1,318,21
1,227,591
1,15,215
1,429,38
1,162,589
2,251,671
1,718,500
2,708,73
2,610,635
2,446,266
2,118,613
2,464,713
1,394,281
2,282,44
2,599,54
2,154,298
2,708,462
1,179,395
1,707,527
1,423,456
2,276,31
1,437,87
1,276,692
1,129,303
2,353,536
1,280,184
2,550,105
2,513,658
2,282,342
2,261,338
2,373,757
2,564,286
2,594,195
2,707,228
1,127,418
2,252,241
2,68,346
1,693,789
1,418,574
1,224,124
1,110,318
1,276,95
2,353,270
2,87,607
2,98,254
2,507,523
2,97,278
1,797,728
2,373,469
1,268,411
1,524,110
1,203,449
2,526,12
2,647,422
2,368,281
1,283,670
2,395,760
1,494,386
2,641,688
2,403,484
2,493,109
2,667,667
2,354,186
1,669,448
1,791,631
2,246,274
2,207,100
1,404,389
2,496,352
2,117,741
1,241,175
2,575,572
1,455,547
2,366,590
2,246,300
2,210,268
1,506,209
2,683,620
1,636,339
1,68,475
1,50,679
2,82,175
1,622,28
1,611,116
1,38,673
1,791,353
2,37,66
2,631,573
1,762,792
1,61,386
2,442,739
2,667,182
1,459,230
2,93,524
2,776,254
2,323,450
2,662,374
2,656,445
1,172,794
2,171,87
2,638,328
1,625,44
1,17,789
2,662,282
2,142,318
2,759,729
1,660,763
2,156,523
1,660,745
2,760,327
1,455,365
1,464,193
2,269,646
1,774,515
2,789,177
1,739,460
1,774,575
1,431,431
2,150,666
2,465,505
1,189,395
2,740,60
2,427,164
2,307,61
2,472,435
2,13,311
2,288,212
2,625,78
1,739,704
2,704,642
2,428,215
1,450,571
2,264,496
1,436,588
1,104,361
2,52,580
2,587,114
2,257,174
1,723,194
1,699,517
1,175,544
1,142,41
1,112,572
1,317,506
2,313,407
2,254,514
2,385,340
1,298,523
2,382,689
1,52,603
2,679,493
2,441,666
2,233,140
1,228,319
1,640,619
2,406,28
1,232,51
2,715,412
2,674,205
2,546,37
1,76,449
2,542,481
2,607,562
1,156,291
2,76,120
1,311,518
1,415,62
1,538,350
1,121,453
2,607,688
2,217,539
2,522,96
1,777,383
1,74,22
2,655,781
1,695,48
1,76,225
2,557,547
1,491,45
2,649,274
1,682,529
2,60,535
2,375,86
1,627,534
2,655,65
2,356,326
1,202,33
2,673,755
1,204,11
1,202,507
2,448,721
2,253,563
2,454,355
2,253,617
1,382,770
2,669,227
2,658,153
2,742,518
2,560,587
2,536,319
1,216,126
2,60,217
2,509,437
2,614,140
1,496,791
1,477,130
1,332,341
1,347,313
2,64,792
2,146,640
1,4,558
2,39,396
2,266,751
1,349,210
2,30,217
2,497,710
2,40,511
1,790,311
1,482,778
2,644,745
1,416,579
2,162,786
1,416,700
2,316,12
2,137,435
2,613,379
1,49,187
2,712,342
2,742,170
1,438,515
2,24,82
1,686,496
1,186,282
1,605,354
1,125,528
1,106,327
2,271,327
2,432,71
2,145,53
1,97,371
2,101,208
2,393,84
2,108,144
2,358,405
2,532,783
2,193,745
1,147,155
1,108,134
1,277,118
2,682,110
2,711,700
2,371,720
2,578,656
1,397,383
2,394,569
2,480,325
2,689,231
1,81,390
1,86,393
2,548,721
2,794,558
2,720,758
1,95,36
2,744,781
2,537,87
1,78,652
2,41,38
2,327,31
1,528,258
1,609,54
2,621,380
1,665,731
2,651,384
2,462,220
1,730,589
2,749,336
2,738,362
2,793,428
2,35,649
2,788,510
1,40,794
2,750,396
1,214,598
2,12,470
2,213,742
1,787,519
1,53,477
1,552,425
2,396,722
1,6,163
2,396,292
1,742,529
2,268,197
2,415,493
2,733,323
2,395,314
2,707,314
2,410,441
1,476,528
2,464,746
1,680,269
1,539,697
1,134,80
2,311,560
1,685,467
1,143,265
2,390,191
2,555,21
2,287,270
2,256,399
1,255,796
2,251,214
1,27,610
1,118,148
1,530,588
2,564,135
1,530,638
1,679,96
2,593,389
1,18,555
2,415,719
1,355,176
2,691,367
2,395,531
2,73,11
1,238,372
1,20,668
1,669,293
1,155,734
2,165,639
1,394,550
1,489,85
1,383,208
2,457,420
1,679,564
2,58,359
2,540,398
1,44,755
2,349,249
1,83,354
1,536,764
1,587,352
2,508,383
2,703,584
1,38,318
2,87,451
2,180,278
1,711,468
2,582,635
2,135,419
2,416,469
1,31,624
1,336,219
2,166,459
1,178,431
2,769,707
2,441,285
1,17,360
2,602,713
1,312,178
1,440,759
1,5,83
2,607,406
2,759,202
2,601,511
2,557,310
1,308,124
1,723,315
2,607,245
1,232,482
1,237,354
2,724,21
1,491,616
1,426,560
2,729,474
2,587,606
1,393,497
2,233,422
2,735,656
1,377,261
2,460,626
2,204,148
2,650,237
2,484,157
2,694,15
1,621,721
2,167,731
2,483,29
2,198,121
2,332,87
2,771,780
2,182,538
2,339,780
2,241,727
1,221,102
1,757,608
2,530,336
2,777,401
1,577,313
2,331,592
2,772,554
2,742,121
2,168,565
1,588,667
1,191,446
2,399,205
2,473,552
2,17,397
1,135,40
2,711,46
2,718,198
2,18,458
2,548,332
1,73,532
2,633,755
2,554,7
1,386,242
2,383,269
1,149,508
2,401,142
2,364,139
2,224,183
2,205,497
1,116,168
1,698,307
2,506,507
2,378,11
2,62,448
2,341,570
2,334,11
2,206,776
2,676,580
2,690,720
2,78,637
2,561,528
2,328,401
1,598,426
2,738,349
2,768,381
1,585,402
1,296,177
2,6,495
1,337,363
2,303,404
2,450,605
2,439,40
1,399,617
2,708,134
2,624,701
1,476,614
2,719,286
2,734,69
1,15,685
1,383,537
2,305,693
1,420,679
2,580,706
1,1,695
1,274,486
2,118,9
2,380,326
2,758,705
1,352,231
2,684,163
1,227,168
2,513,775
2,154,770
2,404,358
1,411,248
2,201,223
1,18,771
2,776,652
1,357,83
1,44,743
2,525,398
2,623,98
2,618,468
1,712,435
2,349,420
1,194,630
1,464,323
1,217,507
1,298,247
2,428,381
2,753,584
1,183,457
2,416,233
2,258,434
1,723,225
1,568,503
2,28,328
2,126,282
1,159,260
2,715,553
1,412,103
2,76,196
2,113,271
2,649,329
1,491,143
1,254,352
2,685,754
2,747,608
2,168,503
1,88,192
1,662,46
2,490,691
2,40,100
2,535,374
2,590,757
2,417,659
2,302,195
2,633,310
2,53,503
1,319,577
1,724,562
1,716,491
1,46,631
2,388,669
2,131,239
2,399,129
2,304,235
2,417,264
2,116,341
2,689,703
2,627,738
2,115,321
1,425,645
2,444,705
2,285,702
1,590,719
1,590,682
2,629,720
1,632,43
2,640,506
2,164,407
2,306,674
1,760,171
2,268,388
1,36,82
1,481,743
2,684,645
2,134,607
1,27,698
2,112,242
1,127,144
1,418,785
2,51,750
2,703,370
2,207,458
2,57,648
2,79,569
1,461,152
2,380,562
2,775,228
2,37,339
2,57,164
2,172,223
2,416,408
2,751,79
2,82,582
2,82,787
2,704,564
2,656,549
2,284,503
2,765,148
1,231,655
1,580,382
1,137,23
1,717,743
2,150,379
2,362,771
1,463,795
1,678,381
1,540,262
2,217,529
1,777,310
2,468,473
2,694,446
2,351,19
2,167,190
2,211,82
2,772,113
2,792,477
1,714,239
1,705,344
2,309,212
2,432,497
2,266,85
2,115,593
2,187,762
2,290,745
2,17,338
1,724,274
2,42,769
1,253,347
2,193,341
2,492,467
2,194,56
2,517,168
2,336,433
1,197,275
1,299,669
2,190,433
2,11,180
1,481,793
2,291,431
2,600,369
1,140,772
2,579,238
2,68,717
1,480,704
2,245,64
2,338,517
2,691,251
2,458,259
1,61,229
1,489,716
1,428,418
2,781,614
1,601,78
1,5,157
1,9,373
2,607,431
1,545,416
2,686,306
1,439,339
1,463,761
2,670,339
1,210,334
1,749,364
2,777,40
2,161,174
1,600,675
2,608,168
2,315,337
1,32,777
2,108,455
2,779,732
1,447,653
2,78,58
2,518,254
1,492,76
1,498,776
2,184,690
2,321,385
2,720,793
1,787,185
2,244,781
2,231,792
2,104,407
2,231,544
1,101,583
2,415,142
1,274,312
2,68,257
2,365,194
2,57,103
1,61,121
2,28,181
2,319,227
2,283,243
2,155,345
2,685,7
2,545,464
2,376,368
1,501,135
2,530,187
1,93,314
2,217,343
2,560,727
2,346,287
1,8,72
2,705,479
1,761,499
2,80,715
2,86,550
1,403,258
2,652,685
2,364,48
1,379,153
2,543,14
2,622,283
1,665,626
1,618,659
2,793,342
2,752,496
1,29,774
2,98,17
1,23,375
2,117,679
2,698,275
1,369,125
2,28,688
2,539,443
1,478,456
1,715,126
1,55,24
2,465,399
2,270,166
2,58,677
1,711,791
2,125,489
1,126,382
1,684,742
2,70,460
2,778,26
1,204,251
2,54,10
2,584,570
2,603,11
2,511,75
2,230,555
1,64,723
2,6,61
2,183,780
2,128,470
2,481,642
2,599,605
2,501,589
2,209,386
1,383,61
2,323,415
1,762,64
2,264,22
1,556,361
2,746,723
1,126,516
2,7,636
2,126,260
2,587,333
1,270,109
2,709,753
1,210,523
1,777,168
1,278,638
1,610,236
1,794,237
1,4,752
2,24,101
1,588,556
1,364,608
1,442,220
2,401,276
2,652,573
1,648,668
1,209,798
1,130,589
1,798,650
1,519,36
1,686,688
1,492,172
1,528,239
1,381,402
1,64,82
2,322,291
1,770,357
1,775,337
1,620,426
1,793,264
1,67,316
1,379,359
1,770,483
1,770,501
1,661,113
1,218,9
1,514,471
1,748,254
1,525,538
1,781,438
1,48,725
1,451,483
2,780,116
1,765,416
1,776,276
1,742,412
1,798,44
1,798,94
1,504,260
1,500,423
1,490,599
1,737,40
1,43,159
1,185,409
1,448,7
1,604,391
1,626,179
1,503,318
1,763,218
1,381,650
1,457,781
1,171,485
1,162,106
1,576,474
1,62,48
1,765,95
1,620,521
1,162,41
1,307,599
1,12,263
1,39,166
1,748,681
2,298,151
1,507,675
1,12,282
1,730,771
1,579,443
1,51,118
1,732,745
1,48,84
1,593,219
1,36,257
1,704,209
1,476,252
2,213,695
1,631,603
1,789,568
1,721,379
1,307,280
1,1,98
1,346,729
1,176,62
1,470,265
1,346,691
1,309,309
1,299,294
1,754,654
1,292,0
1,735,22
1,470,293
1,138,212
1,29,150
1,62,406
1,53,279
1,1,205
1,29,114
1,1,223
1,10,233
1,157,313
1,441,245
1,1,138
1,631,679
1,718,458
1,292,130
1,113,767
1,138,100
1,676,608
1,366,650
1,437,311
1,304,109
1,352,711
1,420,23
1,1,771
1,730,296
1,541,741
1,143,453
1,20,60
1,233,774
1,143,475
1,266,57
2,549,206
1,99,169
1,674,509
1,176,508
1,118,396
1,75,500
1,241,574
1,366,389
1,157,200
1,707,689
1,385,169
1,352,465
1,383,585
1,446,329
1,241,609
1,548,162
1,66,740
1,66,765
1,480,590
1,551,181
1,127,115
1,94,638
1,697,182
1,674,249
1,23,418
1,143,543
1,432,779
1,181,700
1,203,673
1,224,61
1,404,783
1,357,753
1,530,689
1,769,595
1,530,675
1,702,29
1,124,203
1,560,399
1,783,636
1,721,653
1,424,720
1,420,635
1,196,554
1,795,740
1,530,711
1,366,0
1,75,41
1,42,705
1,513,22
1,143,795
1,194,374
1,110,517
1,366,72
1,411,201
1,497,632
1,667,355
1,795,601
1,408,174
1,238,331
1,252,475
1,506,301
1,194,309
1,404,54
1,252,446
1,489,482
1,641,101
1,396,649
1,655,11
1,233,434
1,89,238
1,241,96
1,497,733
1,663,306
1,574,526
1,383,27
1,548,689
1,508,283
2,653,217
1,44,565
1,608,768
1,85,417
1,331,190
1,736,716
1,764,630
1,535,121
1,660,256
1,124,548
1,762,533
